gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.3,1923.58,No
Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.28,1932.3,No
Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),113.76,7541.87,No
Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.95,1374.6,Yes
Female,0,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,45.27,960.67,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.22,468.93,Yes
Female,0,No,Yes,19,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.11,1040.24,Yes
Male,0,No,Yes,37,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),74.47,2771.99,No
Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.77,1662.88,No
Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,56.37,3552.22,No
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.53,3357.89,No
Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.68,3189.38,No
Male,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.75,2020.05,No
Female,1,No,No,62,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.73,5194.46,No
Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.37,3712.7,No
Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.66,3548.69,No
Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),112.61,7081.3,No
Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.11,7456.53,No
Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.6,581.6,No
Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,102.55,1508.47,Yes
Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,94.34,711.82,Yes
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,88.75,5920.5,No
Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.9,2970.44,Yes
Female,1,No,Yes,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.15,2958.01,Yes
Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,53.3,1028.26,No
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.25,3017.1,Yes
Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.99,3006.19,No
Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,85.79,3612.71,No
Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.31,404.59,No
Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,88.64,5081.8,No
Female,1,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.96,2289.34,Yes
Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.32,1237.65,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,96.56,58.63,Yes
Male,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),63.4,437.07,No
Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.11,719.65,No
Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.52,2257.33,No
Female,1,No,No,62,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.76,3483.72,No
Female,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.46,5728.85,No
Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.43,569.18,No
Female,0,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.66,3006.19,No
Female,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.67,1132.92,Yes
Male,1,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,48.05,447.37,No
Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.16,2624.63,No
Female,0,No,No,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,96.76,4415.2,No
Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,116.56,6364.96,No
Female,0,Yes,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.43,567.96,Yes
Male,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.19,4247.52,No
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.5,2152.58,Yes
Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.1,1426.84,No
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),111.9,266.25,Yes
Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,94.5,1345.87,No
Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.75,1532.39,No
Male,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.61,427.68,No
Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.06,2539.1,No
Male,1,No,Yes,38,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.37,3223.05,Yes
Female,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),112.94,826.86,Yes
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),76.0,4765.94,No
Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.15,886.79,No
Male,0,No,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.7,1754.18,No
Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.31,2106.17,No
Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,103.17,5540.2,No
Female,0,No,No,21,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,119.19,2548.27,Yes
Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.15,914.26,No
Male,0,No,Yes,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.04,541.7,No
Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),100.1,1644.04,Yes
Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.46,1865.19,No
Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.08,2085.3,No
Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.77,1374.35,No
Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.3,5724.02,Yes
Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.26,5280.91,Yes
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.22,1795.56,Yes
Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.23,3251.26,No
Male,0,No,No,69,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,69.41,4739.79,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.04,5544.8,Yes
Male,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.18,2487.62,No
Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.86,5507.75,No
Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,51.85,430.66,No
Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),116.78,5705.64,No
Male,0,No,Yes,69,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),79.91,5489.82,No
Male,1,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,94.94,3616.66,No
Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),115.52,5040.74,Yes
Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,119.38,500.64,Yes
Male,1,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),70.36,3059.44,No
Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.19,2466.01,Yes
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.86,1673.51,No
Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,60.5,1377.25,No
Male,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.7,1832.49,No
Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.36,1172.04,No
Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.66,2579.26,No
Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,51.53,3555.53,No
Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.55,1064.25,No
Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.38,1670.84,Yes
Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.68,5052.29,Yes
Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,62.0,2465.37,No
Male,0,No,No,33,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),65.39,2152.92,No
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.8,5488.73,No
Female,0,Yes,Yes,36,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.64,2111.83,No
Female,0,No,No,45,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.79,3211.4,No
Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.36,1629.46,No
Male,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),57.51,884.72,No
Female,1,No,No,65,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,65.57,4295.06,No
Male,1,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),77.89,5448.57,No
Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,78.21,2618.64,No
Female,0,No,No,24,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),90.85,2135.94,No
Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.41,896.44,No
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),110.67,323.91,No
Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.85,5490.54,No
Female,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,88.67,2748.27,No
Male,0,Yes,Yes,48,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.17,2441.15,No
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,115.23,1949.06,No
Male,1,No,No,23,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),46.48,1115.49,No
Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),90.16,5313.17,No
Female,0,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,67.7,3200.36,No
Male,0,No,Yes,16,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.47,1141.64,No
Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.4,16.58,Yes
Male,1,No,No,59,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.85,4716.38,No
Male,0,No,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,69.21,347.65,No
Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),70.74,156.96,No
Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.04,1119.82,No
Female,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.48,5744.8,No
Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),84.16,3964.86,No
Male,0,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,67.57,250.19,Yes
Female,0,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,77.99,5183.03,No
Female,1,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.12,2483.62,No
Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.44,2554.77,No
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47.75,206.61,No
Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,113.58,90.72,Yes
Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,87.71,5495.99,No
Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.47,4697.41,No
Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.94,6221.6,No
Female,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.01,1930.56,No
Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.99,3315.14,No
Male,0,No,Yes,12,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.21,932.68,No
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),78.84,165.46,Yes
Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,58.63,941.36,No
Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),116.73,5300.22,No
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.2,2006.05,No
Male,0,No,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.17,2509.09,No
Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,48.87,1519.68,No
Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.48,1047.08,No
Female,0,No,No,69,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),51.85,3570.11,No
Female,0,Yes,No,46,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),46.9,2201.2,No
Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),96.69,6632.72,No
Female,0,No,No,70,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,48.17,3369.08,No
Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),75.52,3376.03,No
Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.74,2811.45,No
Female,1,Yes,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,84.75,1484.43,No
Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),47.81,1758.34,Yes
Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,77.27,414.06,No
Female,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.83,549.52,No
Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45.46,408.54,No
Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.54,261.84,No
Female,1,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.76,2064.3,No
Female,1,Yes,Yes,52,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),69.22,3551.89,No
Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.87,3031.71,No
